,device_name,assetnum,location,gmtoolno,description,gmassettype,gmstation,gmmaintainer,gmmecenter,status,siteid,manufacturer,zone,sub_zone,station_number,item,item_number,process,process_number,plant_group,plant_group_number,provided_by
847,AD004R01B05,9.00001E+11,BS.AD.STA.004,F347335_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F347335,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
848,AD003R01B05,9.00001E+11,BS.AD.STA.003,F348589_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F348589,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
849,AD002R02B05,9.00001E+11,BS.AD.STA.002,F345512_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F345512,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
850,AD004R01B05,9.00001E+11,BS.AD.STA.004,F344773_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F344773,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
851,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F214323,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F214323,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
852,AD003R01B05,9.00001E+11,BS.AD.STA.003,F345590_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F345590,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
853,AD003R01B05,9.00001E+11,BS.AD.STA.003,F348362_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F348362,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
854,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F212244,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F212244,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
855,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F210924,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F210924,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
856,AD002R02B05,9.00001E+11,BS.AD.STA.002,F346164_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F346164,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
857,AD003R01B05,9.00001E+11,BS.AD.STA.003,F346484_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F346484,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
858,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F214681,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F214681,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
859,AD002R02B05,9.00001E+11,BS.AD.STA.002,F344315_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F344315,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
860,AD002R02B05,9.00001E+11,BS.AD.STA.002,F344367_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F344367,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
861,AD002R01B05,9.00001E+11,BS.AD.STA.002,F344029_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F344029,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
862,AD002R02B05,9.00001E+11,BS.AD.STA.002,F348906_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F348906,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
863,AD003R01B05,9.00001E+11,BS.AD.STA.003,F348628_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F348628,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
864,AD003R01B05,9.00001E+11,BS.AD.STA.003,F342383_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F342383,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
865,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F216996,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F216996,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
866,AD002R02B05,9.00001E+11,BS.AD.STA.002,F342418_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F342418,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
867,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F210072,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F210072,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
868,AD002R01B05,9.00001E+11,BS.AD.STA.002,F343572_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F343572,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
869,AD004R01B05,9.00001E+11,BS.AD.STA.004,F344271_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F344271,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
870,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F213099,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F213099,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
871,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F213650,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F213650,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
872,AD002R02B05,9.00001E+11,BS.AD.STA.002,F342772_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F342772,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
873,AD004R01B05,9.00001E+11,BS.AD.STA.004,F346820_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F346820,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
874,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F213125,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F213125,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
875,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F211097,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F211097,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
876,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F210812,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F210812,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
877,AD002R02B05,9.00001E+11,BS.AD.STA.002,F344460_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F344460,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
878,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F216662,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F216662,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
879,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F210621,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F210621,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
880,AD002R02B05,9.00001E+11,BS.AD.STA.002,F344198_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F344198,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
881,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F210666,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F210666,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
882,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F215522,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F215522,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
883,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F213517,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F213517,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
884,AD002R01B05,9.00001E+11,BS.AD.STA.002,F346818_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F346818,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
885,AD004R01B05,9.00001E+11,BS.AD.STA.004,F343398_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F343398,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
886,AD003R01B05,9.00001E+11,BS.AD.STA.003,F348396_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F348396,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
887,AD002R01B05,9.00001E+11,BS.AD.STA.002,F347746_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F347746,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
888,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F211083,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F211083,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
889,AD004R01B05,9.00001E+11,BS.AD.STA.004,F344728_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F344728,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
890,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F215071,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F215071,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
891,AD002R02B05,9.00001E+11,BS.AD.STA.002,F342549_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F342549,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
892,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F216353,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F216353,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
893,AB020R01B05,9E+11,BS.AB.STA.020,AB020_R01_B05 CTRL_F215383,ROBOT CONTROLLER BS.AB.STA.020 AB020_R01_B05 CTRL_F215383,Robot,020-B05,BODY,BODY,OPERATING,1546,FU17,A,B,20,R,1,,,B,5,SYSTEM
894,AD003R01B05,9.00001E+11,BS.AD.STA.003,F347291_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F347291,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
895,AD002R01B05,9.00001E+11,BS.AD.STA.002,F343393_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F343393,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
896,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F215484,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F215484,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
897,AB010R02B05,9E+11,BS.AB.STA.010,AB010_R02_B05 CTRL_F213586,ROBOT CONTROLLER BS.AB.STA.010 AB010_R02_B05 CTRL_F213586,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,2,,,B,5,SYSTEM
898,AB010R02B05,9E+11,BS.AB.STA.010,AB010_R02_B05 CTRL_F216800,ROBOT CONTROLLER BS.AB.STA.010 AB010_R02_B05 CTRL_F216800,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,2,,,B,5,SYSTEM
899,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F213619,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F213619,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
900,AD002R02B05,9.00001E+11,BS.AD.STA.002,F345476_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F345476,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
901,AD002R02B05,9.00001E+11,BS.AD.STA.002,F346339_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F346339,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
902,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F211593,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F211593,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
903,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F211262,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F211262,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
904,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F212414,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F212414,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
905,AD004R01B05,9.00001E+11,BS.AD.STA.004,F344608_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F344608,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
906,AD002R01B05,9.00001E+11,BS.AD.STA.002,F347404_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F347404,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
907,AD003R01B05,9.00001E+11,BS.AD.STA.003,F342816_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F342816,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
908,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F215977,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F215977,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
909,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F210153,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F210153,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
910,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F212697,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F212697,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
911,AD004R01B05,9.00001E+11,BS.AD.STA.004,F344101_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F344101,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
912,AB020R01B05,9E+11,BS.AB.STA.020,AB020_R01_B05 CTRL_F216145,ROBOT CONTROLLER BS.AB.STA.020 AB020_R01_B05 CTRL_F216145,Robot,020-B05,BODY,BODY,OPERATING,1546,FU17,A,B,20,R,1,,,B,5,SYSTEM
913,AD002R02B05,9.00001E+11,BS.AD.STA.002,F345795_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F345795,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
914,AD003R01B05,9.00001E+11,BS.AD.STA.003,F348193_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F348193,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
915,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F212179,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F212179,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
916,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F210417,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F210417,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
917,AD004R01B05,9.00001E+11,BS.AD.STA.004,F345092_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F345092,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
918,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F216324,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F216324,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
919,AD002R01B05,9.00001E+11,BS.AD.STA.002,F347795_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F347795,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
920,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F210478,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F210478,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
921,AD002R01B05,9.00001E+11,BS.AD.STA.002,F343853_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F343853,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
922,AD002R02B05,9.00001E+11,BS.AD.STA.002,F343479_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F343479,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
923,AD004R01B05,9.00001E+11,BS.AD.STA.004,F342891_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F342891,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
924,AD003R01B05,9.00001E+11,BS.AD.STA.003,F347859_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F347859,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
925,AD002R02B05,9.00001E+11,BS.AD.STA.002,F345650_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F345650,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
926,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F216672,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F216672,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
927,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F214516,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F214516,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
928,AB010R02B05,9E+11,BS.AB.STA.010,AB010_R02_B05 CTRL_F211697,ROBOT CONTROLLER BS.AB.STA.010 AB010_R02_B05 CTRL_F211697,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,2,,,B,5,SYSTEM
929,AB010R02B05,9E+11,BS.AB.STA.010,AB010_R02_B05 CTRL_F215651,ROBOT CONTROLLER BS.AB.STA.010 AB010_R02_B05 CTRL_F215651,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,2,,,B,5,SYSTEM
930,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F214383,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F214383,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
931,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F213793,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F213793,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
932,AB010R02B05,9E+11,BS.AB.STA.010,AB010_R02_B05 CTRL_F211572,ROBOT CONTROLLER BS.AB.STA.010 AB010_R02_B05 CTRL_F211572,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,2,,,B,5,SYSTEM
933,AD002R01B05,9.00001E+11,BS.AD.STA.002,F348950_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F348950,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
934,AB020R01B05,9E+11,BS.AB.STA.020,AB020_R01_B05 CTRL_F216367,ROBOT CONTROLLER BS.AB.STA.020 AB020_R01_B05 CTRL_F216367,Robot,020-B05,BODY,BODY,OPERATING,1546,FU17,A,B,20,R,1,,,B,5,SYSTEM
935,AD003R01B05,9.00001E+11,BS.AD.STA.003,F342457_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F342457,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
936,AD002R02B05,9.00001E+11,BS.AD.STA.002,F345948_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F345948,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
937,AB010R02B05,9E+11,BS.AB.STA.010,AB010_R02_B05 CTRL_F210061,ROBOT CONTROLLER BS.AB.STA.010 AB010_R02_B05 CTRL_F210061,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,2,,,B,5,SYSTEM
938,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F212465,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F212465,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
939,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F211500,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F211500,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
940,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F210794,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F210794,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
941,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F211227,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F211227,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
942,AD003R01B05,9.00001E+11,BS.AD.STA.003,F345173_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F345173,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
943,AD002R02B05,9.00001E+11,BS.AD.STA.002,F347203_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F347203,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
944,AB010R02B05,9E+11,BS.AB.STA.010,AB010_R02_B05 CTRL_F216481,ROBOT CONTROLLER BS.AB.STA.010 AB010_R02_B05 CTRL_F216481,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,2,,,B,5,SYSTEM
945,AB020R01B05,9E+11,BS.AB.STA.020,AB020_R01_B05 CTRL_F214636,ROBOT CONTROLLER BS.AB.STA.020 AB020_R01_B05 CTRL_F214636,Robot,020-B05,BODY,BODY,OPERATING,1546,FU17,A,B,20,R,1,,,B,5,SYSTEM
946,AB010R02B05,9E+11,BS.AB.STA.010,AB010_R02_B05 CTRL_F214096,ROBOT CONTROLLER BS.AB.STA.010 AB010_R02_B05 CTRL_F214096,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,2,,,B,5,SYSTEM
947,AD003R01B05,9.00001E+11,BS.AD.STA.003,F348893_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F348893,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
948,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F215855,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F215855,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
949,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F215994,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F215994,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
