,device_name,assetnum,location,gmtoolno,description,gmassettype,gmstation,gmmaintainer,gmmecenter,status,siteid,manufacturer,zone,sub_zone,station_number,item,item_number,process,process_number,plant_group,plant_group_number,provided_by
1,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F215441,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F215441,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
2,AB010R02B05,9E+11,BS.AB.STA.010,AB010_R02_B05 CTRL_F211998,ROBOT CONTROLLER BS.AB.STA.010 AB010_R02_B05 CTRL_F211998,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,2,,,B,5,SYSTEM
3,AB010R02B05,9E+11,BS.AB.STA.010,AB010_R02_B05 CTRL_F210567,ROBOT CONTROLLER BS.AB.STA.010 AB010_R02_B05 CTRL_F210567,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,2,,,B,5,SYSTEM
4,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F213666,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F213666,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
5,AD004R01B05,9.00001E+11,BS.AD.STA.004,F344574_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F344574,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
6,AD004R01B05,9.00001E+11,BS.AD.STA.004,F344346_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F344346,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
7,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F212261,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F212261,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
8,AD002R02B05,9.00001E+11,BS.AD.STA.002,F347666_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F347666,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
9,AD002R01B05,9.00001E+11,BS.AD.STA.002,F342392_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F342392,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
10,AD004R01B05,9.00001E+11,BS.AD.STA.004,F346582_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F346582,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
11,AD002R01B05,9.00001E+11,BS.AD.STA.002,F346914_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F346914,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
12,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F215500,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F215500,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
13,AD003R01B05,9.00001E+11,BS.AD.STA.003,F348013_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F348013,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
14,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F213164,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F213164,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
15,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F211114,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F211114,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
16,AD002R02B05,9.00001E+11,BS.AD.STA.002,F345135_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F345135,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
17,AB010R02B05,9E+11,BS.AB.STA.010,AB010_R02_B05 CTRL_F212452,ROBOT CONTROLLER BS.AB.STA.010 AB010_R02_B05 CTRL_F212452,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,2,,,B,5,SYSTEM
18,AD002R01B05,9.00001E+11,BS.AD.STA.002,F345147_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F345147,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
19,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F215217,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F215217,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
20,AD002R01B05,9.00001E+11,BS.AD.STA.002,F348874_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F348874,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
21,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F216480,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F216480,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
22,AD002R01B05,9.00001E+11,BS.AD.STA.002,F344830_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F344830,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
23,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F215989,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F215989,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
24,AD003R01B05,9.00001E+11,BS.AD.STA.003,F348768_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F348768,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
25,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F211853,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F211853,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
26,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F211334,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F211334,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
27,AD002R01B05,9.00001E+11,BS.AD.STA.002,F347402_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F347402,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
28,AD002R02B05,9.00001E+11,BS.AD.STA.002,F346749_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F346749,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
29,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F210753,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F210753,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
30,AD004R01B05,9.00001E+11,BS.AD.STA.004,F348945_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F348945,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
31,AD002R01B05,9.00001E+11,BS.AD.STA.002,F348210_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F348210,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
32,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F212211,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F212211,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
33,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F212443,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F212443,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
34,AD003R01B05,9.00001E+11,BS.AD.STA.003,F342724_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F342724,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
35,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F212311,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F212311,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
36,AD003R01B05,9.00001E+11,BS.AD.STA.003,F345304_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F345304,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
37,AD004R01B05,9.00001E+11,BS.AD.STA.004,F346734_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F346734,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
38,AB020R01B05,9E+11,BS.AB.STA.020,AB020_R01_B05 CTRL_F214637,ROBOT CONTROLLER BS.AB.STA.020 AB020_R01_B05 CTRL_F214637,Robot,020-B05,BODY,BODY,OPERATING,1546,FU17,A,B,20,R,1,,,B,5,SYSTEM
39,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F214133,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F214133,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
40,AD002R01B05,9.00001E+11,BS.AD.STA.002,F348935_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F348935,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
41,AD002R02B05,9.00001E+11,BS.AD.STA.002,F345213_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F345213,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
42,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F214932,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F214932,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
43,AD002R01B05,9.00001E+11,BS.AD.STA.002,F343634_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F343634,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
44,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F212451,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F212451,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
45,AB020R01B05,9E+11,BS.AB.STA.020,AB020_R01_B05 CTRL_F216383,ROBOT CONTROLLER BS.AB.STA.020 AB020_R01_B05 CTRL_F216383,Robot,020-B05,BODY,BODY,OPERATING,1546,FU17,A,B,20,R,1,,,B,5,SYSTEM
46,AD004R01B05,9.00001E+11,BS.AD.STA.004,F344446_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F344446,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
47,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F215339,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F215339,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
48,AD004R01B05,9.00001E+11,BS.AD.STA.004,F347280_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F347280,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
49,AD002R02B05,9.00001E+11,BS.AD.STA.002,F343372_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F343372,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
50,AD003R01B05,9.00001E+11,BS.AD.STA.003,F348838_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F348838,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
51,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F215350,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F215350,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
52,AD003R01B05,9.00001E+11,BS.AD.STA.003,F343643_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F343643,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
53,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F210788,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F210788,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
54,AD004R01B05,9.00001E+11,BS.AD.STA.004,F342262_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F342262,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
55,AB010R02B05,9E+11,BS.AB.STA.010,AB010_R02_B05 CTRL_F214110,ROBOT CONTROLLER BS.AB.STA.010 AB010_R02_B05 CTRL_F214110,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,2,,,B,5,SYSTEM
56,AD002R02B05,9.00001E+11,BS.AD.STA.002,F347107_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F347107,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
57,AD003R01B05,9.00001E+11,BS.AD.STA.003,F346867_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F346867,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
58,AD002R02B05,9.00001E+11,BS.AD.STA.002,F344163_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F344163,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
59,AB010R02B05,9E+11,BS.AB.STA.010,AB010_R02_B05 CTRL_F213152,ROBOT CONTROLLER BS.AB.STA.010 AB010_R02_B05 CTRL_F213152,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,2,,,B,5,SYSTEM
60,AD002R02B05,9.00001E+11,BS.AD.STA.002,F344880_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F344880,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
61,AB020R01B05,9E+11,BS.AB.STA.020,AB020_R01_B05 CTRL_F210299,ROBOT CONTROLLER BS.AB.STA.020 AB020_R01_B05 CTRL_F210299,Robot,020-B05,BODY,BODY,OPERATING,1546,FU17,A,B,20,R,1,,,B,5,SYSTEM
62,AD002R02B05,9.00001E+11,BS.AD.STA.002,F343454_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F343454,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
63,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F215898,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F215898,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
64,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F215533,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F215533,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
65,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F214115,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F214115,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
66,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F210571,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F210571,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
67,AD002R02B05,9.00001E+11,BS.AD.STA.002,F343650_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F343650,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
68,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F214670,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F214670,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
69,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F213521,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F213521,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
70,AD002R02B05,9.00001E+11,BS.AD.STA.002,F343634_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F343634,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
71,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F212904,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F212904,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
72,AB020R01B05,9E+11,BS.AB.STA.020,AB020_R01_B05 CTRL_F215204,ROBOT CONTROLLER BS.AB.STA.020 AB020_R01_B05 CTRL_F215204,Robot,020-B05,BODY,BODY,OPERATING,1546,FU17,A,B,20,R,1,,,B,5,SYSTEM
73,AD003R01B05,9.00001E+11,BS.AD.STA.003,F348307_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F348307,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
74,AD004R01B05,9.00001E+11,BS.AD.STA.004,F342231_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F342231,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
75,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F213851,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F213851,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
76,AD002R01B05,9.00001E+11,BS.AD.STA.002,F342550_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F342550,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
77,AD002R02B05,9.00001E+11,BS.AD.STA.002,F348787_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F348787,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
78,AD004R01B05,9.00001E+11,BS.AD.STA.004,F347729_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F347729,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
79,AB020R01B05,9E+11,BS.AB.STA.020,AB020_R01_B05 CTRL_F214210,ROBOT CONTROLLER BS.AB.STA.020 AB020_R01_B05 CTRL_F214210,Robot,020-B05,BODY,BODY,OPERATING,1546,FU17,A,B,20,R,1,,,B,5,SYSTEM
80,AD002R02B05,9.00001E+11,BS.AD.STA.002,F345128_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F345128,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
81,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F211813,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F211813,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
82,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F213382,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F213382,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
83,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F214454,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F214454,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
84,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F216765,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F216765,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
85,AD003R01B05,9.00001E+11,BS.AD.STA.003,F344981_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F344981,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
86,AD002R01B05,9.00001E+11,BS.AD.STA.002,F346581_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F346581,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
87,AD002R01B05,9.00001E+11,BS.AD.STA.002,F343653_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F343653,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
88,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F211451,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F211451,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
89,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F212445,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F212445,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
90,AD003R01B05,9.00001E+11,BS.AD.STA.003,F342847_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F342847,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
91,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F215035,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F215035,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
92,AD004R01B05,9.00001E+11,BS.AD.STA.004,F342783_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F342783,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
93,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F213301,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F213301,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
94,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F210886,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F210886,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
95,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F214552,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F214552,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
96,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F210048,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F210048,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
97,AD002R02B05,9.00001E+11,BS.AD.STA.002,F343395_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F343395,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
98,AD003R01B05,9.00001E+11,BS.AD.STA.003,F346600_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F346600,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
99,AD003R01B05,9.00001E+11,BS.AD.STA.003,F342675_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F342675,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
100,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F212656,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F212656,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
101,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F215992,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F215992,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
102,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F210456,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F210456,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
103,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F216561,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F216561,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
